Player_ID,Year Group,Race,Vote Percentage,WAR,Induction Hall Of Fame,Group 1 White Vote Percentage,Group 1 Non-White Vote Percentage,Group 2 White Vote Percentage,Group 2 Non-White Vote Percentage,Group 3 White Vote Percentage,Group 3 Non-White Vote Percentage
855,Group 2,White,63.70,59.6,0,63,,59.6,,,
856,Group 2,Non-White,43.30,50.2,0,43,,,50.2,,
857,Group 2,Non-White,36.10,43.1,0,36,,,43.1,,
858,Group 2,White,32.10,36.5,0,32,,36.5,,,
859,Group 2,White,26.20,70.5,0,26,,70.5,,,
860,Group 2,White,22.60,26,0,22,,26,,,
861,Group 2,White,14.00,50.7,0,14,,50.7,,,
862,Group 2,White,13.80,39.7,0,13,,39.7,,,
863,Group 2,White,13.30,58.7,0,13,,58.7,,,
864,Group 2,White,13.10,62.8,0,13,,62.8,,,
865,Group 2,White,9.30,57.6,0,9,,57.6,,,
866,Group 2,Non-White,8.80,57.9,0,8,,,57.9,,
867,Group 2,White,8.60,50.5,0,8,,50.5,,,
868,Group 2,White,7.40,48.3,0,7,,48.3,,,
869,Group 2,Non-White,7.20,66.5,0,7,,,66.5,,
870,Group 2,Non-White,6.80,54.3,0,6,,,54.3,,
871,Group 2,White,6.30,45.8,0,6,,45.8,,,
872,Group 2,White,6.30,46.1,0,6,,46.1,,,
873,Group 2,White,5.20,41.9,0,5,,41.9,,,
874,Group 2,White,4.30,43.7,0,4,,43.7,,,
875,Group 2,White,3.40,23.4,0,3,,23.4,,,
876,Group 2,White,2.50,22.8,0,2,,22.8,,,
877,Group 2,White,0.90,53.9,0,0,,53.9,,,
878,Group 2,White,0.20,30.4,0,0,,30.4,,,
879,Group 2,White,0.20,17.8,0,0,,17.8,,,
880,Group 2,White,0.20,10,0,0,,10,,,
881,Group 2,White,0.20,35.7,0,0,,35.7,,,
882,Group 2,Non-White,0.20,33,0,0,,,33,,
883,Group 2,White,0.20,9.1,0,0,,9.1,,,
884,Group 2,White,0.20,17.1,0,0,,17.1,,,
885,Group 2,White,0.00,44.9,0,0,,44.9,,,
886,Group 2,White,0.00,13.8,0,0,,13.8,,,
887,Group 2,White,0.00,20.5,0,0,,20.5,,,
888,Group 2,White,0.00,15.2,0,0,,15.2,,,
889,Group 2,White,0.00,10.7,0,0,,10.7,,,
890,Group 2,Non-White,0.00,8.9,0,0,,,8.9,,
891,Group 2,White,0.00,5,0,0,,5,,,
892,Group 2,White,0.00,21.4,0,0,,21.4,,,
893,Group 2,White,0.00,24.5,0,0,,24.5,,,
894,Group 2,White,0.00,14.4,0,0,,14.4,,,
895,Group 2,White,0.00,22.9,0,0,,22.9,,,
896,Group 2,White,92.60,68.9,1,92,,68.9,,,
897,Group 2,Non-White,81.80,100.6,1,81,,,100.6,,
898,Group 2,White,72.10,90.4,0,72,,90.4,,,
899,Group 2,Non-White,66.70,84.4,0,66,,,84.4,,
900,Group 2,White,57.90,59.6,0,57,,59.6,,,
901,Group 2,Non-White,47.50,50.2,0,47,,,50.2,,
902,Group 2,Non-White,32.00,43.1,0,32,,,43.1,,
903,Group 2,White,29.50,36.5,0,29,,36.5,,,
904,Group 2,White,24.10,26,0,24,,26,,,
905,Group 2,White,21.60,70.5,0,21,,70.5,,,
906,Group 2,White,21.40,39.7,0,21,,39.7,,,
907,Group 2,White,17.80,50.7,0,17,,50.7,,,
908,Group 2,White,17.60,62.8,0,17,,62.8,,,
909,Group 2,White,13.10,58.7,0,13,,58.7,,,
910,Group 2,White,12.40,57.6,0,12,,57.6,,,
911,Group 2,White,11.50,50.5,0,11,,50.5,,,
912,Group 2,White,11.30,20.6,0,11,,20.6,,,
913,Group 2,Non-White,9.50,66.5,0,9,,,66.5,,
914,Group 2,Non-White,8.10,54.3,0,8,,,54.3,,
915,Group 2,White,7.90,41.9,0,7,,41.9,,,
916,Group 2,White,7.40,46.1,0,7,,46.1,,,
917,Group 2,Non-White,6.80,57.9,0,6,,,57.9,,
918,Group 2,White,6.10,48.3,0,6,,48.3,,,
919,Group 2,White,5.60,23.4,0,5,,23.4,,,
920,Group 2,White,1.40,21.9,0,1,,21.9,,,
921,Group 2,Non-White,0.70,28.4,0,0,,,28.4,,
922,Group 2,White,0.70,17.5,0,0,,17.5,,,
923,Group 2,White,0.50,12.5,0,0,,12.5,,,
924,Group 2,White,0.50,33.1,0,0,,33.1,,,
925,Group 2,White,0.50,32.7,0,0,,32.7,,,
926,Group 2,Non-White,0.20,23.2,0,0,,,23.2,,
927,Group 2,White,0.20,19.4,0,0,,19.4,,,
928,Group 2,White,0.20,14.6,0,0,,14.6,,,
929,Group 2,White,0.20,26.3,0,0,,26.3,,,
930,Group 2,Non-White,0.00,0.1,0,0,,,0.1,,
931,Group 2,White,0.00,3,0,0,,3,,,
932,Group 2,White,0.00,42.8,0,0,,42.8,,,
933,Group 2,White,0.00,4.4,0,0,,4.4,,,
934,Group 2,White,0.00,10.9,0,0,,10.9,,,
935,Group 2,White,0.00,41.8,0,0,,41.8,,,
936,Group 2,White,0.00,19.7,0,0,,19.7,,,
937,Group 2,White,0.00,13.2,0,0,,13.2,,,
938,Group 2,White,0.00,18.6,0,0,,18.6,,,
939,Group 2,White,0.00,23.3,0,0,,23.3,,,
940,Group 2,White,96.40,75.2,1,96,,75.2,,,
941,Group 2,White,94.60,96.4,1,94,,96.4,,,
942,Group 2,White,68.00,90.4,0,68,,90.4,,,
943,Group 2,White,63.30,59.6,0,63,,59.6,,,
944,Group 2,Non-White,52.30,84.4,0,52,,,84.4,,
945,Group 2,Non-White,39.40,50.2,0,39,,,50.2,,
946,Group 2,Non-White,30.20,43.1,0,30,,,43.1,,
947,Group 2,White,30.00,36.5,0,30,,36.5,,,
948,Group 2,White,25.70,26,0,25,,26,,,
949,Group 2,White,21.30,39.7,0,21,,39.7,,,
950,Group 2,White,19.50,50.7,0,19,,50.7,,,
951,Group 2,White,16.80,70.5,0,16,,70.5,,,
952,Group 2,White,13.90,62.8,0,13,,62.8,,,
953,Group 2,White,13.20,50.5,0,13,,50.5,,,
954,Group 2,White,10.50,48.3,0,10,,48.3,,,
955,Group 2,White,10.50,20.6,0,10,,20.6,,,
956,Group 2,Non-White,10.50,66.5,0,10,,,66.5,,
957,Group 2,White,8.90,57.6,0,8,,57.6,,,
958,Group 2,White,7.80,58.7,0,7,,58.7,,,
959,Group 2,Non-White,7.40,54.3,0,7,,,54.3,,
960,Group 2,White,6.90,46.1,0,6,,46.1,,,
961,Group 2,Non-White,6.50,57.9,0,6,,,57.9,,
962,Group 2,White,6.00,41.9,0,6,,41.9,,,
963,Group 2,White,5.60,23.4,0,5,,23.4,,,
964,Group 2,White,3.10,50.3,0,3,,50.3,,,
965,Group 2,White,3.10,53.1,0,3,,53.1,,,
966,Group 2,Non-White,2.00,17.6,0,2,,,17.6,,
967,Group 2,White,0.70,32.1,0,0,,32.1,,,
968,Group 2,White,0.20,46.8,0,0,,46.8,,,
969,Group 2,White,0.20,36.5,0,0,,36.5,,,
970,Group 2,White,0.00,30.6,0,0,,30.6,,,
971,Group 2,Non-White,0.00,12.9,0,0,,,12.9,,
972,Group 2,White,0.00,22.9,0,0,,22.9,,,
973,Group 2,White,0.00,7.7,0,0,,7.7,,,
974,Group 2,White,0.00,17.1,0,0,,17.1,,,
975,Group 2,White,0.00,22.7,0,0,,22.7,,,
976,Group 2,White,0.00,20.5,0,0,,20.5,,,
977,Group 2,White,0.00,25.1,0,0,,25.1,,,
978,Group 2,White,0.00,2.2,0,0,,2.2,,,
979,Group 2,White,0.00,39.5,0,0,,39.5,,,
980,Group 2,White,0.00,21,0,0,,21,,,
981,Group 2,Non-White,82.40,57.5,1,82,,,57.5,,
982,Group 2,White,74.20,59.6,0,74,,59.6,,,
983,Group 2,White,47.30,43.1,0,47,,43.1,,,
984,Group 2,Non-White,46.60,50.2,0,46,,,50.2,,
985,Group 2,White,43.10,38.2,0,43,,38.2,,,
986,Group 2,White,39.30,26,0,39,,26,,,
987,Group 2,White,33.50,36.5,0,33,,36.5,,,
988,Group 2,Non-White,30.90,66.5,0,30,,,66.5,,
989,Group 2,White,29.70,39.7,0,29,,39.7,,,
990,Group 2,White,25.50,48.3,0,25,,48.3,,,
991,Group 2,White,25.50,62.8,0,25,,62.8,,,
992,Group 2,White,25.30,70.5,0,25,,70.5,,,
993,Group 2,White,21.10,50.5,0,21,,50.5,,,
994,Group 2,White,18.50,20.6,0,18,,20.6,,,
995,Group 2,Non-White,15.70,54.3,0,15,,,54.3,,
996,Group 2,White,14.10,57.6,0,14,,57.6,,,
997,Group 2,White,13.10,23.4,0,13,,23.4,,,
998,Group 2,White,12.40,27,0,12,,27,,,
999,Group 2,White,12.20,58.7,0,12,,58.7,,,
1000,Group 2,White,11.20,41.9,0,11,,41.9,,,
1001,Group 2,White,7.50,46.1,0,7,,46.1,,,
1002,Group 2,White,7.30,18.2,0,7,,18.2,,,
1003,Group 2,White,7.00,50.3,0,7,,50.3,,,
1004,Group 2,Non-White,6.30,57.9,0,6,,,57.9,,
1005,Group 2,Non-White,4.20,17.6,0,4,,,17.6,,
1006,Group 2,White,3.70,40.9,0,3,,40.9,,,
1007,Group 2,White,0.70,64.6,0,0,,64.6,,,
1008,Group 2,White,0.70,27.2,0,0,,27.2,,,
1009,Group 2,White,0.70,21.9,0,0,,21.9,,,
1010,Group 2,White,0.20,10.3,0,0,,10.3,,,
1011,Group 2,White,0.00,14.1,0,0,,14.1,,,
1012,Group 2,White,0.00,22.9,0,0,,22.9,,,
1013,Group 2,Non-White,0.00,1.7,0,0,,,1.7,,
1014,Group 2,White,0.00,17.9,0,0,,17.9,,,
1015,Group 2,White,0.00,14.3,0,0,,14.3,,,
1016,Group 2,White,0.00,36.6,0,0,,36.6,,,
1017,Group 2,White,0.00,5.3,0,0,,5.3,,,
1018,Group 2,White,0.00,16.8,0,0,,16.8,,,
1019,Group 2,White,0.00,12.5,0,0,,12.5,,,
1020,Group 2,White,0.00,24.9,0,0,,24.9,,,
1021,Group 2,White,0.00,25.4,0,0,,25.4,,,
1022,Group 2,White,0.00,2.8,0,0,,2.8,,,
1023,Group 2,White,0.00,19.7,0,0,,19.7,,,
1024,Group 2,White,0.00,25,0,0,,25,,,
1025,Group 2,Non-White,85.70,63.7,1,85,,,63.7,,
1026,Group 2,White,76.30,41.2,1,76,,41.2,,,
1027,Group 2,White,70.00,59.6,0,70,,59.6,,,
1028,Group 2,Non-White,43.30,50.2,0,43,,,50.2,,
1029,Group 2,White,42.60,38.2,0,42,,38.2,,,
1030,Group 2,Non-White,38.70,43.1,0,38,,,43.1,,
1031,Group 2,White,34.90,26,0,34,,26,,,
1032,Group 2,White,30.30,36.5,0,30,,36.5,,,
1033,Group 2,White,27.40,39.7,0,27,,39.7,,,
1034,Group 2,White,23.20,62.8,0,23,,62.8,,,
1035,Group 2,White,23.20,28.8,0,23,,28.8,,,
1036,Group 2,White,20.30,48.3,0,20,,48.3,,,
1037,Group 2,White,19.90,50.5,0,19,,50.5,,,
1038,Group 2,White,18.90,70.5,0,18,,70.5,,,
1039,Group 2,White,18.90,20.6,0,18,,20.6,,,
1040,Group 2,White,13.30,58.7,0,13,,58.7,,,
1041,Group 2,White,12.10,41.9,0,12,,41.9,,,
1042,Group 2,Non-White,11.60,54.3,0,11,,,54.3,,
1043,Group 2,White,11.40,57.6,0,11,,57.6,,,
1044,Group 2,White,10.70,27,0,10,,27,,,
1045,Group 2,White,7.30,18.2,0,7,,18.2,,,
1046,Group 2,White,6.80,46.1,0,6,,46.1,,,
1047,Group 2,White,6.30,50.3,0,6,,50.3,,,
1048,Group 2,Non-White,5.80,57.9,0,5,,,57.9,,
1049,Group 2,White,1.50,18.4,0,1,,18.4,,,
1050,Group 2,White,0.70,61.5,0,0,,61.5,,,
1051,Group 2,White,0.00,17.2,0,0,,17.2,,,
1052,Group 2,White,0.00,15.1,0,0,,15.1,,,
1053,Group 2,Non-White,81.40,64.5,1,81,,,64.5,,
1054,Group 2,Non-White,74.10,63.7,0,74,,,63.7,,
1055,Group 2,White,68.00,41.2,0,68,,41.2,,,
1056,Group 2,White,65.60,59.6,0,65,,59.6,,,
1057,Group 2,White,41.60,38.2,0,41,,38.2,,,
1058,Group 2,Non-White,36.20,43.1,0,36,,,43.1,,
1059,Group 2,Non-White,35.80,50.2,0,35,,,50.2,,
1060,Group 2,White,33.90,26,0,33,,26,,,
1061,Group 2,White,29.20,39.7,0,29,,39.7,,,
1062,Group 2,White,23.50,36.5,0,23,,36.5,,,
1063,Group 2,White,22.60,28.8,0,22,,28.8,,,
1064,Group 2,White,22.40,62.8,0,22,,62.8,,,
1065,Group 2,White,20.90,50.5,0,20,,50.5,,,
1066,Group 2,White,20.20,48.3,0,20,,48.3,,,
1067,Group 2,White,17.40,20.6,0,17,,20.6,,,
1068,Group 2,White,15.10,70.5,0,15,,70.5,,,
1069,Group 2,White,14.10,57.6,0,14,,57.6,,,
1070,Group 2,White,12.00,27,0,12,,27,,,
1071,Group 2,White,10.60,41.9,0,10,,41.9,,,
1072,Group 2,Non-White,10.10,54.3,0,10,,,54.3,,
1073,Group 2,White,9.60,58.7,0,9,,58.7,,,
1074,Group 2,White,8.20,46.1,0,8,,46.1,,,
1075,Group 2,White,7.80,18.2,0,7,,18.2,,,
1076,Group 2,White,5.40,50.3,0,5,,50.3,,,
1077,Group 2,White,3.80,28.3,0,3,,28.3,,,
1078,Group 2,White,2.80,25.7,0,2,,25.7,,,
1079,Group 2,White,2.60,30.6,0,2,,30.6,,,
1080,Group 2,White,1.90,37.8,0,1,,37.8,,,
1081,Group 2,White,1.60,22.3,0,1,,22.3,,,
1082,Group 2,White,1.20,27.6,0,1,,27.6,,,
1083,Group 2,White,0.90,26.4,0,0,,26.4,,,
1084,Group 2,White,0.70,14.4,0,0,,14.4,,,
1085,Group 2,White,0.70,40.2,0,0,,40.2,,,
1086,Group 2,White,0.50,27.5,0,0,,27.5,,,
1087,Group 2,White,0.50,25.6,0,0,,25.6,,,
1088,Group 2,White,0.20,36.5,0,0,,36.5,,,
1089,Group 2,White,0.20,7.6,0,0,,7.6,,,
1090,Group 2,White,0.20,20.7,0,0,,20.7,,,
1091,Group 2,White,0.20,20.3,0,0,,20.3,,,
1092,Group 2,White,0.00,12.1,0,0,,12.1,,,
1093,Group 2,Non-White,0.00,15.7,0,0,,,15.7,,
1094,Group 2,White,83.80,47.1,1,83,,47.1,,,
1095,Group 2,Non-White,79.70,45.3,1,79,,,45.3,,
1096,Group 2,White,74.70,49,0,74,,49,,,
1097,Group 2,Non-White,63.80,63.7,0,63,,,63.7,,
1098,Group 2,White,54.20,59.6,0,54,,59.6,,,
1099,Group 2,White,53.70,41.2,0,53,,41.2,,,
1100,Group 2,White,32.40,38.2,0,32,,38.2,,,
1101,Group 2,White,31.60,26,0,31,,26,,,
1102,Group 2,Non-White,28.90,50.2,0,28,,,50.2,,
1103,Group 2,Non-White,28.90,43.1,0,28,,,43.1,,
1104,Group 2,White,23.50,39.7,0,23,,39.7,,,
1105,Group 2,White,22.00,36.5,0,22,,36.5,,,
1106,Group 2,White,20.80,28.8,0,20,,28.8,,,
1107,Group 2,White,19.70,48.3,0,19,,48.3,,,
1108,Group 2,White,17.20,62.8,0,17,,62.8,,,
1109,Group 2,White,15.70,20.6,0,15,,20.6,,,
1110,Group 2,White,13.70,27,0,13,,27,,,
1111,Group 2,White,13.40,70.5,0,13,,70.5,,,
1112,Group 2,White,11.10,57.6,0,11,,57.6,,,
1113,Group 2,White,8.10,18.2,0,8,,18.2,,,
1114,Group 2,White,8.10,46.1,0,8,,46.1,,,
1115,Group 2,White,7.10,41.9,0,7,,41.9,,,
1116,Group 2,White,7.10,58.7,0,7,,58.7,,,
1117,Group 2,Non-White,4.80,54.3,0,4,,,54.3,,
1118,Group 2,White,4.10,50.3,0,4,,50.3,,,
1119,Group 2,White,3.80,33.2,0,3,,33.2,,,
1120,Group 2,White,1.80,25.7,0,1,,25.7,,,
1121,Group 2,White,1.00,27.6,0,1,,27.6,,,
1122,Group 2,White,0.80,14.4,0,0,,14.4,,,
1123,Group 2,White,0.80,40.2,0,0,,40.2,,,
1124,Group 2,White,0.80,35.1,0,0,,35.1,,,
1125,Group 2,White,0.50,19.5,0,0,,19.5,,,
1126,Group 2,White,0.50,9,0,0,,9,,,
1127,Group 2,White,0.30,32.6,0,0,,32.6,,,
1128,Group 2,White,0.30,14.4,0,0,,14.4,,,
1129,Group 2,Non-White,0.30,0.7,0,0,,,0.7,,
1130,Group 2,White,0.00,36.5,0,0,,36.5,,,
1131,Group 2,White,0.00,10.1,0,0,,10.1,,,
1132,Group 2,White,0.00,46.8,0,0,,46.8,,,
1133,Group 2,White,0.00,4.4,0,0,,4.4,,,
1134,Group 2,White,0.00,17.7,0,0,,17.7,,,
1135,Group 2,Non-White,84.60,55.8,1,84,,,55.8,,
1136,Group 2,White,83.10,60.4,1,83,,60.4,,,
1137,Group 2,White,78.40,67.2,1,78,,67.2,,,
1138,Group 2,White,72.00,47.1,0,72,,47.1,,,
1139,Group 2,White,61.00,49,0,61,,49,,,
1140,Group 2,Non-White,50.10,63.7,0,50,,,63.7,,
1141,Group 2,White,49.90,59.6,0,49,,59.6,,,
1142,Group 2,Non-White,30.80,50.2,0,30,,,50.2,,
1143,Group 2,Non-White,30.80,43.1,0,30,,,43.1,,
1144,Group 2,White,26.60,38.2,0,26,,38.2,,,
1145,Group 2,White,26.30,26,0,26,,26,,,
1146,Group 2,White,25.80,39.7,0,25,,39.7,,,
1147,Group 2,White,24.10,28.8,0,24,,28.8,,,
1148,Group 2,White,18.40,36.5,0,18,,36.5,,,
1149,Group 2,White,16.10,20.6,0,16,,20.6,,,
1150,Group 2,White,11.20,27,0,11,,27,,,
1151,Group 2,White,11.20,57.6,0,11,,57.6,,,
1152,Group 2,White,7.20,46.1,0,7,,46.1,,,
1153,Group 2,White,6.20,18.2,0,6,,18.2,,,
1154,Group 2,White,3.50,50.3,0,3,,50.3,,,
1155,Group 2,White,1.00,48.7,0,1,,48.7,,,
1156,Group 2,White,0.70,27.6,0,0,,27.6,,,
1157,Group 2,White,0.70,7.6,0,0,,7.6,,,
1158,Group 2,White,0.50,17.3,0,0,,17.3,,,
1159,Group 2,White,0.20,21,0,0,,21,,,
1160,Group 2,White,0.20,28.7,0,0,,28.7,,,
1161,Group 2,White,0.20,17.7,0,0,,17.7,,,
1162,Group 2,White,0.00,16,0,0,,16,,,
1163,Group 2,White,0.00,35.1,0,0,,35.1,,,
1164,Group 2,White,92.00,78.4,1,92,,78.4,,,
1165,Group 2,Non-White,83.70,63,1,83,,,63,,
1166,Group 2,White,71.90,60.4,0,71,,60.4,,,
1167,Group 2,Non-White,67.40,55.8,0,67,,,55.8,,
1168,Group 2,White,65.00,47.1,0,65,,47.1,,,
1169,Group 2,White,64.70,67.2,0,64,,67.2,,,
1170,Group 2,White,63.40,44.9,0,63,,44.9,,,
1171,Group 2,White,46.30,49,0,46,,49,,,
1172,Group 2,Non-White,40.90,63.7,0,40,,,63.7,,
1173,Group 2,White,39.00,42.3,0,39,,42.3,,,
1174,Group 2,White,36.90,59.6,0,36,,59.6,,,
1175,Group 2,White,20.60,39.7,0,20,,39.7,,,
1176,Group 2,White,20.60,26,0,20,,26,,,
1177,Group 2,Non-White,20.10,43.1,0,20,,,43.1,,
1178,Group 2,White,18.40,38.2,0,18,,38.2,,,
1179,Group 2,Non-White,15.80,50.2,0,15,,,50.2,,
1180,Group 2,White,12.80,36.5,0,12,,36.5,,,
1181,Group 2,White,11.50,28.8,0,11,,28.8,,,
1182,Group 2,White,8.60,27,0,8,,27,,,
1183,Group 2,White,8.60,20.6,0,8,,20.6,,,
1184,Group 2,White,5.90,18.2,0,5,,18.2,,,
1185,Group 2,White,5.30,57.6,0,5,,57.6,,,
1186,Group 2,White,4.80,46.1,0,4,,46.1,,,
1187,Group 2,White,3.70,58.7,0,3,,58.7,,,
1188,Group 2,Non-White,3.20,54.3,0,3,,,54.3,,
1189,Group 2,White,1.90,41.8,0,1,,41.8,,,
1190,Group 2,White,1.30,39,0,1,,39,,,
1191,Group 2,White,0.50,19,0,0,,19,,,
1192,Group 2,White,0.30,8.3,0,0,,8.3,,,
1193,Group 2,White,0.30,18.9,0,0,,18.9,,,
1194,Group 2,Non-White,0.30,17.6,0,0,,,17.6,,
1195,Group 2,White,0.00,10.1,0,0,,10.1,,,
1196,Group 2,White,0.00,18.7,0,0,,18.7,,,
1197,Group 2,White,0.00,27.1,0,0,,27.1,,,
1198,Group 2,Non-White,0.00,10.5,0,0,,,10.5,,
1199,Group 2,White,0.00,55.9,0,0,,55.9,,,
1200,Group 2,White,0.00,21,0,0,,21,,,
1201,Group 2,White,0.00,26,0,0,,26,,,
1202,Group 2,Non-White,0.00,9.3,0,0,,,9.3,,
1203,Group 2,White,0.00,18.9,0,0,,18.9,,,
1204,Group 2,White,0.00,34,0,0,,34,,,
1205,Group 2,Non-White,0.00,12.5,0,0,,,12.5,,
1206,Group 2,White,0.00,16.9,0,0,,16.9,,,
1207,Group 2,White,0.00,11.6,0,0,,11.6,,,
1208,Group 2,White,0.00,24.4,0,0,,24.4,,,
1209,Group 2,White,0.00,32,0,0,,32,,,
1210,Group 2,Non-White,97.80,143,1,97,,,143,,
1211,Group 2,Non-White,89.20,107.3,1,89,,,107.3,,
1212,Group 2,Non-White,73.50,63,0,73,,,63,,
1213,Group 2,White,59.30,60.4,0,59,,60.4,,,
1214,Group 2,White,56.90,47.1,0,56,,47.1,,,
1215,Group 2,White,56.10,67.2,0,56,,67.2,,,
1216,Group 2,White,49.40,44.9,0,49,,44.9,,,
1217,Group 2,Non-White,41.90,55.8,0,41,,,55.8,,
1218,Group 2,White,33.30,59.6,0,33,,59.6,,,
1219,Group 2,White,32.50,42.3,0,32,,42.3,,,
1220,Group 2,Non-White,30.60,49,0,30,,,49,,
1221,Group 2,White,30.40,63.9,0,30,,63.9,,,
1222,Group 2,Non-White,23.40,63.7,0,23,,,63.7,,
1223,Group 2,White,21.90,39.7,0,21,,39.7,,,
1224,Group 2,White,16.60,38.2,0,16,,38.2,,,
1225,Group 2,Non-White,15.20,43.1,0,15,,,43.1,,
1226,Group 2,White,14.90,26,0,14,,26,,,
1227,Group 2,White,10.40,28.8,0,10,,28.8,,,
1228,Group 2,Non-White,10.10,50.2,0,10,,,50.2,,
1229,Group 2,White,9.60,27,0,9,,27,,,
1230,Group 2,White,7.70,18.2,0,7,,18.2,,,
1231,Group 2,White,6.70,36.5,0,6,,36.5,,,
1232,Group 2,White,6.30,46.1,0,6,,46.1,,,
1233,Group 2,White,5.30,20.6,0,5,,20.6,,,
1234,Group 2,Non-White,1.40,54.3,0,1,,,54.3,,
1235,Group 2,White,1.20,20.4,0,1,,20.4,,,
1236,Group 2,White,1.20,25.7,0,1,,25.7,,,
1237,Group 2,White,0.70,39.2,0,0,,39.2,,,
1238,Group 2,White,0.70,27.9,0,0,,27.9,,,
1239,Group 2,White,0.50,15.9,0,0,,15.9,,,
1240,Group 2,White,0.50,44.8,0,0,,44.8,,,
1241,Group 2,Non-White,0.20,27.3,0,0,,,27.3,,
1242,Group 2,White,0.20,41.4,0,0,,41.4,,,
1243,Group 2,White,0.00,32.2,0,0,,32.2,,,
1244,Group 2,White,0.00,25.8,0,0,,25.8,,,
1245,Group 2,White,0.00,6.3,0,0,,6.3,,,
1246,Group 2,Non-White,0.00,28.2,0,0,,,28.2,,
1247,Group 2,White,0.00,22.2,0,0,,22.2,,,
1248,Group 2,White,0.00,18.1,0,0,,18.1,,,
1249,Group 2,White,0.00,23.4,0,0,,23.4,,,
1250,Group 2,White,0.00,9.9,0,0,,9.9,,,
1251,Group 2,White,0.00,9.9,0,0,,9.9,,,
1252,Group 2,Non-White,84.00,89.4,1,84,,,89.4,,
1253,Group 2,White,60.60,67.2,0,60,,67.2,,,
1254,Group 2,White,60.10,44.9,0,60,,44.9,,,
1255,Group 2,White,59.60,60.4,0,59,,60.4,,,
1256,Group 2,White,59.40,47.1,0,59,,47.1,,,
1257,Group 2,Non-White,58.10,63,0,58,,,63,,
1258,Group 2,Non-White,41.90,49,0,41,,,49,,
1259,Group 2,White,41.40,42.3,0,41,,42.3,,,
1260,Group 2,White,40.90,59.6,0,40,,59.6,,,
1261,Group 2,White,40.60,39.7,0,40,,39.7,,,
1262,Group 2,Non-White,36.90,55.8,0,36,,,55.8,,
1263,Group 2,White,35.40,63.9,0,35,,63.9,,,
1264,Group 2,White,23.40,38.2,0,23,,38.2,,,
1265,Group 2,White,23.20,26,0,23,,26,,,
1266,Group 2,White,20.70,27,0,20,,27,,,
1267,Group 2,Non-White,19.20,50.2,0,19,,,50.2,,
1268,Group 2,White,15.50,46.1,0,15,,46.1,,,
1269,Group 2,White,14.00,32.4,0,14,,32.4,,,
1270,Group 2,White,12.00,28.8,0,12,,28.8,,,
1271,Group 2,White,9.50,36.5,0,9,,36.5,,,
1272,Group 2,White,8.20,18.2,0,8,,18.2,,,
1273,Group 2,White,5.70,20.6,0,5,,20.6,,,
1274,Group 2,Non-White,4.50,54.3,0,4,,,54.3,,
1275,Group 2,White,1.50,41.8,0,1,,41.8,,,
1276,Group 2,White,1.20,25.7,0,1,,25.7,,,
1277,Group 2,White,0.50,41.4,0,0,,41.4,,,
1278,Group 2,White,0.20,9.9,0,0,,9.9,,,
1279,Group 2,White,0.20,27.9,0,0,,27.9,,,
1280,Group 2,White,0.20,15.6,0,0,,15.6,,,
1281,Group 2,White,0.20,22.2,0,0,,22.2,,,
1282,Group 2,Non-White,0.20,27.3,0,0,,,27.3,,
1283,Group 2,White,0.20,32.2,0,0,,32.2,,,
1284,Group 2,White,0.00,1.1,0,0,,1.1,,,
1285,Group 2,White,0.00,41.9,0,0,,41.9,,,
1286,Group 2,White,0.00,7.7,0,0,,7.7,,,
1287,Group 2,White,0.00,24,0,0,,24,,,
1288,Group 2,White,0.00,15.3,0,0,,15.3,,,
1289,Group 2,White,0.00,27.4,0,0,,27.4,,,
1290,Group 2,White,0.00,37.5,0,0,,37.5,,,
1291,Group 1,White,88.30,92.8,1,88,,,,,
1292,Group 1,White,86.50,66.3,1,86,,,,,
1293,Group 1,White,61.80,67.2,0,61,,,,,
1294,Group 1,White,59.70,44.9,0,59,,,,,
1295,Group 1,White,54.30,47.1,0,54,,,,,
1296,Group 1,White,46.00,59.6,0,46,,,,,
1297,Group 1,White,42.60,42.3,0,42,,,,,
1298,Group 1,Non-White,41.80,49,0,41,,,,,
1299,Group 1,White,37.90,39.7,0,37,,,,,
1300,Group 1,White,34.80,63.9,0,34,,,,,
1301,Group 1,Non-White,32.20,55.8,0,32,,,,,
1302,Group 1,White,28.80,38.2,0,28,,,,,
1303,Group 1,White,24.90,34.5,0,24,,,,,
1304,Group 1,White,21.60,26,0,21,,,,,
1305,Group 1,White,17.10,28.8,0,17,,,,,
1306,Group 1,Non-White,15.30,38,0,15,,,,,
1307,Group 1,White,13.00,32.4,0,13,,,,,
1308,Group 1,Non-White,12.50,50.2,0,12,,,,,
1309,Group 1,White,11.20,43.2,0,11,,,,,
1310,Group 1,White,8.60,36.5,0,8,,,,,
1311,Group 1,White,8.10,18.2,0,8,,,,,
1312,Group 1,White,7.50,27,0,7,,,,,
1313,Group 1,White,5.50,20.6,0,5,,,,,
1314,Group 1,White,3.90,70.5,0,3,,,,,
1315,Group 1,White,1.60,52,0,1,,,,,
1316,Group 1,Non-White,1.30,23,0,1,,,,,
1317,Group 1,White,0.80,43.2,0,0,,,,,
1318,Group 1,Non-White,0.80,42.2,0,0,,,,,
1319,Group 1,White,0.50,7.4,0,0,,,,,
1320,Group 1,White,0.30,22.5,0,0,,,,,
1321,Group 1,White,0.30,1.7,0,0,,,,,
